ARTIFACT_NUM,TYPE_num,WEAT_num,SiO2,Na2O,K2O,CaO,MgO,Al2O3,Fe2O3,CuO,PbO,BaO,P2O5,SrO,SnO2,SO2
1,1,0,16.3447472303862,-23.9377838716854,14.4074541100923,13.9495887255906,11.9666074500983,13.474508943313,12.6597546306582,13.4591240244735,-23.9377838716854,-23.9377838716854,12.2628732662415,-23.9377838716854,-23.9377838716854,11.1642609775734
2,0,1,13.2361654609513,-26.3987545534128,9.69368899987376,10.4950497650739,9.8104132741819,11.390614366431,10.2654753234294,8.29782518773771,13.5041537755938,-26.3987545534128,10.9174644314959,7.98416762888267,-26.3987545534128,-26.3987545534128
3,1,0,22.0481477254373,-18.4619883298941,19.2283987564009,18.2797997812941,-18.4619883298941,18.9828480328367,-18.4619883298941,17.3332036999246,16.1953706981032,-18.4619883298941,17.1661496152614,-18.4619883298941,-18.4619883298941,-18.4619883298941
3,1,0,11.0354274139518,-29.1306719674983,9.42825560802324,8.68283605545885,7.01734143694309,8.61772951385727,7.68308964331492,8.54025925218128,7.25657112600892,7.96380304645061,6.55630647768011,4.6103963286248,-29.1306719674983,-29.1306719674983
4,1,0,16.2768795028423,-23.9546087915843,14.3580729069981,14.0519523229568,12.5337304187943,13.9515731376491,12.8117505803344,12.8683694743339,-23.9546087915843,-23.9546087915843,11.8533222640118,-23.9546087915843,-23.9546087915843,11.0673933500009
5,1,0,13.7319584624557,-26.4320320691578,12.0049607762219,11.6063216331841,10.1826008665451,11.6265243405016,10.5747956377324,10.7964113048685,-26.4320320691578,-26.4320320691578,9.54974591624127,6.79821060319932,-26.4320320691578,8.85659873568133
6,1,0,13.8672797913217,-26.3907209524122,11.6503501429062,-26.3907209524122,10.3360292814114,12.0643719346111,10.5242258026483,10.5732151898486,8.04349452427082,9.97501593587404,11.0832436832416,7.4456575235152,-26.3907209524122,-26.3907209524122
6,1,0,10.9894559564794,-29.1453703036942,8.93690263258256,8.58653217828137,7.44640449393267,9.20585571992807,8.69668709736971,7.67760796222398,5.8484609609243,6.86782387793827,8.40236048219926,4.77801954922289,-29.1453703036942,-29.1453703036942
7,1,1,24.8257943768683,-15.7464720755148,-15.7464720755148,20.3648399620762,-15.7464720755148,20.9802781583088,18.5252244716705,21.4727546434066,-15.7464720755148,-15.7464720755148,19.8028849917876,-15.7464720755148,-15.7464720755148,-15.7464720755148
8,0,1,14.8711944557771,-24.1751668206305,-24.1751668206305,12.2605286562627,-24.1751668206305,12.1611561824495,-24.1751668206305,14.2112534511135,15.2246865842181,15.3098657397817,13.1466387709869,10.8742342951428,-24.1751668206305,12.8162759674202
8,0,1,13.3340878856968,-24.2377933604289,-24.2377933604289,12.965880945485,-24.2377933604289,11.9102200440125,-24.2377933604289,12.9500828286085,15.2855604718384,15.2275134189178,13.8287312188797,11.1709817562523,-24.2377933604289,14.5159082324532
9,1,1,22.4276962965619,-18.170044488314,17.3459761587208,17.3955730998602,-18.170044488314,18.1512406374014,16.7341746176148,18.3118638317343,-18.170044488314,-18.170044488314,16.8237867763045,-18.170044488314,-18.170044488314,-18.170044488314
10,1,1,25.0832704222982,-15.5327199957118,20.4275517844663,18.9502856451407,-15.5327199957118,20.3002123620897,19.1638597454388,20.3365800062606,-15.5327199957118,-15.5327199957118,-15.5327199957118,-15.5327199957118,-15.5327199957118,-15.5327199957118
11,0,1,12.9115596807497,-26.6463221119917,7.83668352886078,10.6529473146032,9.05484096817867,10.3868724707392,-26.6463221119917,10.99267026518,12.631686672842,12.0790375028881,11.6359110401436,8.40307900378158,-26.6463221119917,-26.6463221119917
12,1,1,22.427341920743,-18.1626866078517,17.8909171121186,17.5524627142934,-18.1626866078517,18.2594032169857,16.6430924252638,18.3817420691779,-18.1626866078517,-18.1626866078517,15.9838467963796,-18.1626866078517,-18.1626866078517,-18.1626866078517
13,1,0,18.4900736224666,15.4631883262293,16.9404924703055,16.5756897270581,-21.6312866877196,16.230443478943,15.4701569955454,15.9662919039014,-21.6312866877196,-21.6312866877196,14.6513836018681,-21.6312866877196,-21.6312866877196,-21.6312866877196
14,1,0,13.7916632231376,10.874852491127,12.1649487043511,11.7647627963211,9.24146133767042,11.8794358301468,8.96382960107213,8.90195419735405,10.1394029308764,-26.3866766074851,7.82439531788377,-26.3866766074851,-26.3866766074851,-26.3866766074851
15,1,0,16.5869515947703,13.6281871223693,14.4687870340724,-23.5817372038898,12.4817188125236,13.6093186380649,12.5011368983807,12.716558403601,10.8011849784058,-23.5817372038898,11.1148425372608,-23.5817372038898,-23.5817372038898,-23.5817372038898
16,1,0,14.1432928786325,10.7080775499525,12.6416672146198,12.0787747142587,9.31221373781644,11.7874584766927,9.09863963751838,10.0337988536969,7.75886529203338,-26.0775131838941,-26.0775131838941,6.7472643803549,-26.0775131838941,-26.0775131838941
17,1,0,19.3257389254442,15.9710465849858,16.9618495199698,-20.8240228928153,15.0571115668041,-20.8240228928153,15.2588512094551,15.3058081925429,13.5588992894802,-20.8240228928153,13.5048320682099,-20.8240228928153,-20.8240228928153,-20.8240228928153
18,1,0,21.9209815558842,-18.4979255836194,19.7885628940861,-18.4979255836194,17.9709955409021,18.6608693961171,-18.4979255836194,-18.4979255836194,-18.4979255836194,-18.4979255836194,17.8532125052457,14.886467768565,18.4043894245353,-18.4979255836194
19,0,1,12.780070003837,-26.6527081857081,-26.6527081857081,10.4659476264381,8.86331246132673,10.6635107992007,9.67612414564277,10.6465612408869,13.1479504865706,11.068041764317,11.569100218025,7.73021399658745,-26.6527081857081,-26.6527081857081
